objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
587733609092087822,3226,40,4,126,14,6,249.97291424,36.4738574,17.481859,16.052629,15.540209,15.338712,15.273179,0.011882,3.774087E-3,3.460305E-3,3.68344E-3,5.904394E-3
587733609092087823,3226,40,4,126,15,6,249.97139997,36.47509295,23.351318,22.161249,20.854256,20.194704,19.772535,0.950552,0.09524,0.052621,0.039818,0.113451
587733609092087914,3226,40,4,126,106,6,250.00492821,36.42270714,18.224232,17.327036,17.04635,16.928925,16.897614,0.023968,5.002329E-3,4.909161E-3,5.421156E-3,0.013079
587733609092087928,3226,40,4,126,120,3,250.03864863,36.42873542,24.584307,24.568874,22.421001,21.494654,21.172806,1.833153,0.660048,0.213548,0.133513,0.438436
587733609092087975,3226,40,4,126,167,3,250.05643684,36.42077058,23.042046,21.50412,20.469446,20.103842,20.721621,1.190847,0.088516,0.056238,0.058935,0.479924
587733609092088062,3226,40,4,126,254,6,250.00791881,36.49990191,22.53108,19.037371,17.662432,16.915152,16.502825,0.500468,0.01418,9.417481E-3,9.154853E-3,0.015522
587733609092088100,3226,40,4,126,292,3,250.0027003,36.4278998,20.94083,18.725933,17.521055,16.968428,16.524841,0.313701,0.015104,9.065073E-3,8.00864E-3,0.021115
587733609092088113,3226,40,4,126,305,6,250.01440039,36.42065629,20.309017,19.489128,19.221764,19.129826,19.103344,0.074332,0.013331,0.014751,0.01751,0.065107
587733609092088114,3226,40,4,126,306,6,250.00862867,36.41572372,20.992485,18.9335,18.00691,17.688919,17.525692,0.12744,9.736367E-3,7.232072E-3,7.398192E-3,0.020095
587733609092088121,3226,40,4,126,313,3,250.07642681,36.44814878,20.600481,18.793236,17.564659,17.086838,16.768229,0.254228,0.016605,9.365586E-3,8.804348E-3,0.027598
587733609092088122,3226,40,4,126,314,3,250.07683872,36.44987988,22.333433,20.927942,20.079067,19.621185,19.01458,0.478495,0.04082,0.030964,0.029277,0.072054
